contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL251205P00247500,2025-11-24 20:20:32+00:00,247.5,0.23,0.23,0.26,-0.32,-58.181816,39.0,206,0.34180345703125,False,REGULAR,USD
AAPL251205P00250000,2025-11-24 21:01:39+00:00,250.0,0.28,0.29,0.3,-0.41,-59.42029,922.0,2463,0.32471378417968744,False,REGULAR,USD
AAPL251205P00252500,2025-11-24 20:32:07+00:00,252.5,0.34,0.35,0.37,-0.42999998,-55.84415,123.0,804,0.3112861840820312,False,REGULAR,USD
AAPL251205P00255000,2025-11-24 21:01:39+00:00,255.0,0.44,0.44,0.45,-0.57,-56.435642,437.0,2529,0.2963937548828125,False,REGULAR,USD
AAPL251205P00257500,2025-11-24 20:58:23+00:00,257.5,0.56,0.55,0.58,-0.7,-55.555557,534.0,796,0.28516339843749994,False,REGULAR,USD
AAPL251205P00260000,2025-11-24 21:01:39+00:00,260.0,0.71,0.71,0.7,-0.89000005,-55.625004,2881.0,3312,0.2683178637695312,False,REGULAR,USD
AAPL251205P00262500,2025-11-24 20:54:50+00:00,262.5,0.95,0.93,0.95,-1.0899999,-53.43137,585.0,860,0.2603833728027344,False,REGULAR,USD
AAPL251205P00265000,2025-11-24 21:01:39+00:00,265.0,1.23,1.22,1.24,-1.3299999,-51.953125,2311.0,2861,0.24915301635742187,False,REGULAR,USD
AAPL251205P00267500,2025-11-24 20:59:46+00:00,267.5,1.63,1.63,1.63,-1.67,-50.60606,1538.0,1770,0.23841093627929685,False,REGULAR,USD
AAPL251205P00270000,2025-11-24 21:01:38+00:00,270.0,2.21,2.18,2.17,-1.9299998,-46.618355,3903.0,2655,0.22937782348632813,False,REGULAR,USD
AAPL251205P00272500,2025-11-24 21:01:39+00:00,272.5,2.9,2.89,2.88,-2.65,-47.747746,1650.0,357,0.22083298706054685,False,REGULAR,USD
AAPL251205P00275000,2025-11-24 21:01:42+00:00,275.0,3.8,3.8,3.8,-3.2,-45.714287,3868.0,1514,0.21302056518554688,False,REGULAR,USD
AAPL251205P00277500,2025-11-24 21:01:40+00:00,277.5,5.0,5.0,5.0,-2.85,-36.305733,920.0,115,0.20801573242187496,True,REGULAR,USD
AAPL251205P00280000,2025-11-24 20:54:50+00:00,280.0,6.55,6.4,6.45,-3.8499994,-37.019226,2842.0,732,0.2034991760253906,True,REGULAR,USD
AAPL251205P00282500,2025-11-24 20:44:18+00:00,282.5,7.15,8.05,8.1,-4.6,-39.148937,204.0,63,0.19678537597656248,True,REGULAR,USD
AAPL251205P00285000,2025-11-24 20:29:02+00:00,285.0,10.05,9.7,10.2,-3.5999994,-26.373623,111.0,185,0.2063067651367187,True,REGULAR,USD
AAPL251205P00287500,2025-11-24 20:39:38+00:00,287.5,11.0,11.8,12.15,-5.5699997,-33.614967,83.0,21,0.19190261230468753,True,REGULAR,USD
AAPL251205P00290000,2025-11-24 19:50:59+00:00,290.0,14.13,14.05,15.25,-5.169999,-26.787563,251.0,166,0.2742992492675781,True,REGULAR,USD
AAPL251205P00292500,2025-11-24 20:17:50+00:00,292.5,16.0,15.35,17.6,-2.5599995,-13.7931,2.0,1,0.2913889221191405,True,REGULAR,USD
AAPL251205P00295000,2025-11-14 19:39:08+00:00,295.0,20.93,17.9,20.65,0.0,0.0,12.0,6,0.3673158972167969,True,REGULAR,USD
AAPL251205P00300000,2025-11-24 17:38:09+00:00,300.0,25.12,23.0,25.55,-6.529999,-20.631908,3.0,3,0.41687594848632803,True,REGULAR,USD
AAPL251205P00305000,2025-10-27 19:39:13+00:00,305.0,37.65,27.8,30.65,0.0,0.0,,0,0.48071808349609374,True,REGULAR,USD
AAPL251205P00315000,2025-10-31 15:57:13+00:00,315.0,44.25,37.75,40.7,0.0,0.0,1.0,0,0.5886271606445312,True,REGULAR,USD
AAPL251205P00320000,2025-11-05 19:10:25+00:00,320.0,49.4,42.95,45.55,0.0,0.0,45.0,0,0.6210975390625001,True,REGULAR,USD
AAPL251205P00325000,2025-11-03 14:40:11+00:00,325.0,57.23,47.75,50.7,0.0,0.0,12.0,0,0.6843293286132813,True,REGULAR,USD
AAPL251205P00330000,2025-11-24 19:13:19+00:00,330.0,53.82,52.95,55.55,-8.400002,-13.5004835,1.0,0,0.7121610815429689,True,REGULAR,USD
